id,beneficio_id,pessoa_id,status_adesao,observacoes,created_at,updated_at
93e07ea3-86d0-49c9-9d46-330858caff24,c1308be8-ec81-4f44-9426-a7024187d753,37fc242c-d1ca-4000-9384-95fecfd80d42,Nova solicitação,Aguardando carencia,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
134608f9-af34-44b9-af0a-eea8281fee38,741f22c3-f0c4-40a7-b7df-049ba1977f96,c8308eb1-faa0-432c-b029-4c9fac8c957b,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
5194f6c7-244e-4ce0-b281-d3a892cda796,c1308be8-ec81-4f44-9426-a7024187d753,b9916c2a-ed2f-4006-b128-1eb2723c7203,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
e82d86f0-f195-420e-86b0-9d40856f4239,260d2246-10b1-4fc6-a804-e3c984b511f0,b9916c2a-ed2f-4006-b128-1eb2723c7203,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
950e3ff7-7dd0-485f-aba8-9f541e9ffa2f,260d2246-10b1-4fc6-a804-e3c984b511f0,8b0e5626-ced8-424d-ab2b-ef942264d8bd,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
9f71b9aa-a4ed-4937-b7cc-6b6aeefc1eb1,c1308be8-ec81-4f44-9426-a7024187d753,8b0e5626-ced8-424d-ab2b-ef942264d8bd,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
22aea2fb-72c1-4a7c-be27-2871ad6ab525,c1308be8-ec81-4f44-9426-a7024187d753,5574111c-7bfe-48fd-84dc-c365c57e49de,Nova solicitação,Aguardando carencia,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
4b39ac4a-77bc-48cf-b46c-4336d08abaed,260d2246-10b1-4fc6-a804-e3c984b511f0,5574111c-7bfe-48fd-84dc-c365c57e49de,Nova solicitação,Aguardando carencia,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
187d33d1-2030-4f4b-a7c3-67a1ef74952f,c1308be8-ec81-4f44-9426-a7024187d753,db300b3f-b178-49da-b75d-7bbf43de78c3,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
1026223a-c259-482f-9b37-9817f8bf377a,260d2246-10b1-4fc6-a804-e3c984b511f0,db300b3f-b178-49da-b75d-7bbf43de78c3,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
b00d3afe-e73d-4ce0-adf8-937ce93a4031,741f22c3-f0c4-40a7-b7df-049ba1977f96,db300b3f-b178-49da-b75d-7bbf43de78c3,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
64b118d4-3663-434e-885c-2f972833b9fe,c1308be8-ec81-4f44-9426-a7024187d753,659509dd-7d30-4e4e-a68a-11cc25a9a39f,Concluído,Colaborador desligado antes do prazo de carencia do convenio,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
d895ba26-dd56-4744-a2a7-bd6ccafe7b43,260d2246-10b1-4fc6-a804-e3c984b511f0,659509dd-7d30-4e4e-a68a-11cc25a9a39f,Concluído,Colaborador desligado antes do prazo de carencia do convenio,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
3f800347-f17f-45eb-8e04-332a5102866c,c1308be8-ec81-4f44-9426-a7024187d753,dac274f5-0f68-42e2-b498-62740fbd7b8d,Nova solicitação,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
b9e2aeb4-ea6a-4374-a84e-4d59b147a793,260d2246-10b1-4fc6-a804-e3c984b511f0,dac274f5-0f68-42e2-b498-62740fbd7b8d,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
43c6ac3b-db9d-4ad7-aa7b-0e1d0f7aa3de,c1308be8-ec81-4f44-9426-a7024187d753,d91c4652-05fb-49c0-80c8-0fe5e054b89f,Aguardando carência Amil,Aguardando carencia,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
2c3f5931-15dc-4ced-a823-9ed4743d79dc,260d2246-10b1-4fc6-a804-e3c984b511f0,d91c4652-05fb-49c0-80c8-0fe5e054b89f,Aguardando carência Amil,Aguardando carencia,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
68587f02-3211-4758-b090-f77fb1683ff5,741f22c3-f0c4-40a7-b7df-049ba1977f96,d91c4652-05fb-49c0-80c8-0fe5e054b89f,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
